Seller SKU,Title,ASIN,Alternative ASINs,UPC,EAN,Brand,Product Group,Parent ASIN,Quantity,Package Length,Package Width,Package Height,Package Weight,FBA Competitors,FBA Eligible Competitors,FBM Competitors,FBM Eligible Competitors,BuyBox Fulfillment,BuyBox Seller Feedback Count,BuyBox Seller Positive Feedback Rating,Sales Rank Category,Sales Rank,Est. Number of Orders per Day,Est. Number of Effective Competitors,MSRP (List Price),Lowest FBA price,Lowest FBM price,BuyBox price,Cost,Referral Fee,FBA Fee,Total Fees,Total Costs,Est. Monthly Sales Share,Est. Monthly Profit Share,Est. Profit Margin,Est. Competitive Price,Est. Profit per Item
,"Cold Steel Cheap Shot 130 Carbon Crossbow Bolts, 15-inch Length, 175-grain, Pack of 12",B07N734SGW,,7.05442E+11,,Cold Steel,Sports,B0893CS9HC,,17.8,6,2.2,0.75,1,1,9,9,FBA,387,91,sports_display_on_website,101966,0.61,1,39.99,42.99,44.14,42.99,37.95,6.45,3.19,9.64,47.59,393.36,-42.09,-11,42.99,-4.6
,"Cold Steel Nightfall Series Premium Fixed Blade Knife with Sheath, Magnum Tanto II",B00U1I7Z6I,,7.05442E+11,,Cold Steel,Sports,B088ZB2B6C,,14,3.5,2.2,0.1,2,2,10,10,FBA,387,91,sports_display_on_website,105457,0.55,2,349.99,172.94,179.95,173.04,151.95,25.96,3.19,29.15,181.1,951.72,-44.33,-5,173.04,-8.06
,"Cold Steel Recon 1 Series Tactical Folding Knife with Tri-Ad Lock and Pocket Clip - Made with Premium CPM-S35VN Steel, Tanto Half Serrated",B07G7J166B,,7.05442E+11,,Cold Steel,Sports,,,5.59,1.89,0.83,0.36,1,1,7,7,FBA,387,91,home_improvement_display_on_website,73589,1.87,1,176.99,101.62,100.18,101.62,84.95,15.24,3.19,18.43,103.38,2850.44,-49.37,-2,101.62,-1.76
,"Cold Steel Counter TAC Series Fixed Blade Boot Knife, Counter TAC I",B0716JTX7Y,,7.05442E+11,,Cold Steel,Sports,B088Z6Q735,,10.55,2.76,1.5,0.5,2,2,13,13,FBA,387,91,sports_display_on_website,42298,1,1,70,37.33,44.97,37.33,31.95,5.6,3.19,8.79,40.74,559.95,-51.15,-9,37.33,-3.41
,"Cold Steel Code 4 Folding Knife, 3 1/2"" Satin Plain Blade, Clip Point, Aluminum Handle",B07MZX53DH,,7.05442E+11,,Cold Steel,Sports,,,5.5,1.9,0.9,0.15,1,1,20,20,FBA,387,91,sports_display_on_website,60134,1.5,1,144.99,89.21,87.85,89.21,74.95,13.38,3.19,16.57,91.52,2007.22,-51.98,-3,89.21,-2.31
,"Cold Steel All Purpose Tactical Machete with Sheath, Great for Clearing Brush, Survival, Camping and Outdoor Activities, Thai Machete, One Size",B00HZIN958,,7.05442E+11,,Cold Steel,Sports,,,41,4,2.4,2.5,4,4,8,8,FBA,95605,93,sports_display_on_website,36641,2.26,1.51,49.99,37.1,36.69,37.1,24.95,5.57,8.89,14.46,39.41,1002.14,-62.4,-6,37.1,-2.31
,"Cold Steel 29AC Voyager Clip 4"" Plain Edge",B07DPVMTCN,,7.05442E+11,,Cold Steel,Sports,B088Z96S93,,6.26,2.05,0.98,0.35,2,2,23,22,FBM,95605,93,sports_display_on_website,24034,0.36,0.8,94.99,49.97,47.61,47.61,47.95,7.14,3.19,10.33,58.28,285.66,-64.02,-22,47.61,-10.67
,"Cold Steel Code 4 Folder 3.5 in Spear Pt Plain Gray Aluminum, Gray, 3.5""",B07F7PCK7R,,7.05442E+11,,Cold Steel,Sports,,,5.55,1.85,0.87,0.3,1,1,21,20,FBA,387,91,sports_display_on_website,92405,0.81,1,144.99,85.57,85.25,85.57,74.95,12.84,3.19,16.03,90.98,1039.68,-65.73,-6,85.57,-5.41
,"Cold Steel Voyager Series Folding Knife with Tri-Ad Lock and Pocket Clip, Tanto Serrated, Large",B07CL33TVS,,7.05442E+11,,Cold Steel,Sports,B088Z96S93,,6.3,2.05,0.94,0.35,1,1,16,16,FBM,95605,93,sports_display_on_website,24034,0.36,0,94.99,65.99,51.67,51.67,46.95,7.75,3.19,10.94,57.89,552.51,-66.51,-12,51.67,-6.22
,"Cold Steel Recon 1 Series Tactical Folding Knife with Tri-Ad Lock and Pocket Clip - Made with Premium CPM-S35VN Steel, Spear Point",B07CKV4BRD,,7.05442E+11,,Cold Steel,Sports,,,5.59,1.85,0.79,0.37,1,1,40,38,FBA,387,91,sports_display_on_website,29208,2.72,1,176.99,104.12,102.65,104.12,86.95,15.62,3.19,18.81,105.76,4248.1,-66.91,-2,104.12,-1.64
,"Recon Hawk / 17 1/2"" Overall / 5mm Thick",B08XKBRKTS,,7.05442E+11,,Tomahawk,Sports,,,20,10.5,1,1.85,3,3,9,9,FBA,95605,93,sports_display_on_website,65408,1.4,1.45,44.99,31.16,31.16,31.16,21.95,4.67,8.51,13.18,35.13,534.17,-68.06,-13,31.16,-3.97
,"Cold Steel Kudu, Black, 4.25 in",B082RPZTQ6,,7.05442E+11,,Cold Steel,Sports,,,6.22,1.65,0.79,0.22,1,1,9,9,FBA,387,91,sports_display_on_website,34072,2.4,1,12.99,8.99,11.68,8.99,6.95,1.35,3.19,4.54,11.49,323.64,-90,-28,8.99,-2.5
,"Cold Steel 9733 80PGTK GI Tanto 7"" Carbon",B004H9DO4Y,B00ERX9S3G,7.05442E+11,,QEONIX,Sports,,,14.57,3.62,2.13,1.1,5,5,11,10,FBA,387,91,sports_display_on_website,35364,2.33,1,34.99,25.91,35.51,25.91,19.95,3.89,4.71,8.6,28.55,905.55,-92.27,-10,25.91,-2.64
,Cold Steel War Hawk Axe with Sheath - 90PTWH,B00U1IBGOU,,7.05442E+11,,Cold Steel,Sports,,,20,10,3,2.05,2,2,9,9,FBA,387,91,sports_display_on_website,62252,1.46,1,69.99,39.99,44.99,39.99,28.95,6,9.27,15.27,44.22,875.78,-92.64,-11,39.99,-4.23
,Cold Steel Kobun Fixed Blade AUS 8A Plain Boot Knife Secure-Ex Sheath Kraton 17T,B004YTWYR0,B0034JR4EO,7.05442E+11,,Cold Steel,Sports,,,15,2.76,2.01,0.5,5,5,12,10,FBM,979,85,sports_display_on_website,81641,1.16,0.72,49.99,49.08,46.45,46.45,40.95,6.97,3.19,10.16,51.11,939.8,-94.28,-10,46.45,-4.66
,"Cold Steel 58B American Lawman, S35VN",B07H49KDYC,,7.05442E+11,,Cold Steel,Sports,,,5.59,1.89,0.91,0.3,1,1,30,25,FBA,387,91,sports_display_on_website,75646,1.24,1,167.99,96.99,98.86,96.99,84.95,14.55,3.19,17.74,102.69,1804.01,-106.02,-6,96.99,-5.7
,Leatherneck S/F Trainer,B01HNJCY36,B004MMU5G6,7.05442E+11,,Cold Steel,Sports,,,12.09,2.76,1.18,0.55,2,2,1,1,FBA,387,91,sports_display_on_website,7520,8.31,1.95,11.99,7.99,11.74,7.99,4.95,1.2,3.19,4.39,9.34,675.22,-114.09,-17,7.99,-1.35
,"Cold Steel Drop Forged Tomahawk Survival Hatchet - Great for Camping, Survival, Outdoors and Chopping Wood, Trench Hawk - OD Green",B071VMBMJ5,,7.05442E+11,,Cold Steel,Sports,,,20.25,9.88,1,2.1,2,2,20,18,FBA,387,91,sports_display_on_website,42970,1.98,1,67.99,37.59,39.36,37.59,26.95,5.64,8.89,14.53,41.48,1116.42,-115.53,-10,37.59,-3.89
,"Cold Steel Karambit Trainer Black, 4.0""",B07BHGXBMG,,7.05442E+11,,Cold Steel,Sports,,,12.99,4.02,0.79,0.13,4,4,3,3,FBA,387,91,sports_display_on_website,26360,2.96,1,11.99,6.39,12.71,6.39,4.95,1,3.19,4.19,9.14,283.72,-122.1,-43,6.39,-2.75
,"Cold Steel Competition Throwing Hatchet, 16""",B07MZW3RDV,,7.05442E+11,,Cold Steel,Sports,B08K26FB5M,,19,6.73,2.24,5,2,2,5,5,FBA,387,91,sports_display_on_website,6533,2.33,1,35.99,29.59,32.83,29.59,18.95,4.44,10.03,14.47,33.42,1034.17,-133.86,-13,29.59,-3.83
,"Cold Steel 49LCK Srk SK-5, Boxed, One Size",B07BKK9Z6R,,7.05442E+11,,Cold Steel,Sports,,,12.99,3.78,2.24,0.88,6,6,26,23,FBA,21244,93,home_improvement_display_on_website,30682,5.57,4.47,69.99,42.43,42.44,42.44,35.95,6.37,4.71,11.08,47.03,1296.48,-140.22,-11,42.44,-4.59
,"Cold Steel 21ST Spartan, 4.5""",B07F49C7JD,,7.05442E+11,,Cold Steel,Sports,,,6.38,2.48,1.26,0.62,3,3,16,16,FBA,387,91,home_improvement_display_on_website,42535,3.71,2,129.99,60.41,66.72,60.41,51.95,9.06,3.19,12.25,64.2,2241.21,-140.61,-6,60.41,-3.79
,Steel Tiger,B06XNQ21Z8,,7.05442E+11,,Cold Steel,Sports,,,9.49,4.02,1.42,0.55,1,1,14,14,FBA,387,91,sports_display_on_website,62033,1.46,1,69.99,47.99,52.29,47.99,44.95,7.2,3.19,10.39,55.34,1050.98,-160.96,-15,47.99,-7.35
,"Cold Steel Espada Series Folding Knife with Tri-Ad Lock and Pocket Clip, Espada Large",B07F43S9VD,,7.05442E+11,,Cold Steel,Sports,B08K4HNW74,,7.64,2.72,1.14,0.69,0,0,19,19,FBM,2103,91,sports_display_on_website,81041,0.29,0,449.99,,246.16,246.16,224.95,36.92,3.19,40.11,265.06,2120.39,-162.8,-8,246.16,-18.9
,"Cold Steel Axe Gang Hatchet Trainer, One Size",B004MN3OJK,,7.05442E+11,,Cold Steel,Sports,B08K26FB5M,,21.61,6.61,1.54,1.21,4,4,1,1,FBA,95605,93,sports_display_on_website,6533,2.33,1.62,22.99,10.4,28.52,10.4,6.95,1.56,8.51,10.07,17.02,277.47,-176.62,-64,10.4,-6.62
,"Cold Steel AD-10 and AD-15 Tactical Folding Knife with Lock and Pocket Clip - Premium S35VN Steel Blade, AD-15 Green, 3 1/2""",B07MZWWYPC,,7.05442E+11,,Cold Steel,Sports,B08C2X2SHK,,5.55,1.85,0.94,0.44,11,11,18,17,FBA,387,91,sports_display_on_website,22622,1.12,2,269.99,134.86,137.59,135.37,129.95,20.31,3.19,23.5,153.45,1516.14,-202.5,-13,135.37,-18.08
,"Cold Steel 17TZ Kobun, Black, One Size",B0034JR4EO,B004YTWYR0,7.05442E+11,,Cold Steel,Sports,B07PQZD2NX,,14.6,3.7,2.2,0.65,1,1,22,20,FBA,387,91,sports_display_on_website,18700,0.98,1,66.52,35.19,38.02,35.19,40.95,5.28,3.19,8.47,49.42,517.29,-209.18,-40,35.19,-14.23
,"Cold Steel 17TZ Kobun, Black, One Size",B0034JR4EO,B01AALWARY,7.05442E+11,,Cold Steel,Sports,B07PQZD2NX,,14.6,3.7,2.2,0.65,1,1,22,20,FBA,387,91,sports_display_on_website,18700,0.98,1,66.52,35.19,38.02,35.19,41.95,5.28,3.19,8.47,50.42,517.29,-223.88,-43,35.19,-15.23
,"Cold Steel Brooklyn Smasher, Black, 34 Inch",B002D4IJ0Y,,7.05442E+11,,Cold Steel,Sports,B094WCW6M1,,34.25,2,2,2.7,2,2,28,28,FBM,346478,89,sports_display_on_website,24154,3.18,1.39,36.99,29.99,28.39,28.39,20.95,4.26,8.89,13.15,34.1,1133.22,-227.92,-20,28.39,-5.71
,Cold Steel Defense Baseball Bat Brooklyn Crusher (92BSS),B001DRNLE6,,7.05442E+11,,Cold Steel,Sports,,,29.53,5.43,2.2,2.25,3,3,21,19,,,,sports_display_on_website,17886,4.08,0.6,32.99,31.99,24.99,,15.95,3.75,8.89,12.64,28.59,1911.73,-275.4,-14,24.99,-3.6
,"Cold Steel Recon 1 Series Tactical Folding Knife with Tri-Ad Lock and Pocket Clip - Made with Premium CPM-S35VN Steel, Tanto Plain Edge",B07B1BMSPH,,7.05442E+11,,Cold Steel,Sports,,,5.67,1.89,0.83,0.39,7,7,26,24,FBA,387,91,sports_display_on_website,51491,1.71,1,176.99,92.79,106.51,92.79,86.95,13.92,3.19,17.11,104.06,2380.06,-289.08,-12,92.79,-11.27
,"Cold Steel Rajah II Folding Knife, Black, 6.0""",B07F7LJ6JZ,,7.05442E+11,,Cold Steel,Sports,,,8.78,2.68,1.26,0.91,1,1,26,24,FBM,12962,96,sports_display_on_website,46401,1.86,0.86,184.99,82.72,80.24,80.24,73.95,12.04,4.71,16.75,90.7,2407.2,-313.8,-13,80.24,-10.46
,"Cold Steel Axe Gang Hatchet, One Size",B004WDVNGG,"B009XN0X1G,B00FSWSYWQ",7.05442E+11,,Cold Steel,Sports,B08K26FB5M,,20.75,5.25,1,2.1,2,2,13,13,FBA,387,91,sports_display_on_website,6533,2.33,1,39.99,23.19,32.99,23.19,19.95,3.48,8.89,12.37,32.32,810.49,-319.09,-39,23.19,-9.13
,"Cold Steel Spetsnaz Tactical Camp Shovel Tool for Camping, Survival and Outdoors, Special Forces Shovel",B00169V99K,B00D7A7QHU,7.05442E+11,,Cold Steel,Home Improvement,B089ZNS2HW,,20.71,7.87,1.34,1.85,4,4,25,25,FBA,387,91,lawn_and_garden_display_on_website,3956,14.26,1,31.99,19.97,25.21,19.97,12.95,3,8.51,11.51,24.46,4271.58,-960.41,-22,19.97,-4.49
,Cold Steel Medieval Training Dagger,B07BHGK1N7,,7.05442E+11,,Cold Steel,Sports,,,16.93,5.43,0.31,0.18,0,0,0,0,,,,sports_display_on_website,230474,0.05,,11.99,,,,4.95,,,,,,,,,
,"Cold Steel Hunting Sword, 10 3/4""",B07MZXM32F,,7.05442E+11,,Cold Steel,Sports,,,32.6,7.5,3.3,3.8,0,0,0,0,,,,sports_display_on_website,515557,0,,324.99,,,,179.95,,,,,,,,,
,"Cold Steel Rajah III Folding Knife , Black",B07DPVYHSX,,7.05442E+11,,Cold Steel,Sports,,,5.59,1.89,0.87,0.36,0,0,0,0,,,,sports_display_on_website,351083,0.01,,109.99,,,,43.95,,,,,,,,,
,"Cold Steel 88CHR Cup Hilt, Rapier",B0030D82WM,,7.05442E+11,,Cold Steel,Sports,,,54,11,7,7.25,0,0,0,0,,,,sports_display_on_website,1078072,0,,599.99,,,,279.95,,,,,,,,,
,"Cold Steel Pendleton Hunter / 8 1/4"" Overall / 3 1/2"" Blade",B09DLGF1HT,,7.05442E+11,,Cold Steel,Sports,,,2,2,2,1,1,1,4,4,FBM,529,98,,,,0,94.99,79.95,73.8,73.8,42.95,11.07,4.71,15.78,58.73,,,20,73.8,15.07
,Cold Steel Jade Lion Dagger - 88RLD,B004WBLTNK,B001SFLK0A,7.05442E+11,,Cold Steel,Art and Craft Supply,,,,,,,0,0,1,1,FBM,146,91,,,,0,489.99,,529.99,529.99,259.95,79.5,,79.5,,,,,529.99,
,"Cold Steel B625SE Blowgun Darts, Multi Dart, 100 Wire Darts, 7 Driving Cones",B0030DHIPE,,7.05442E+11,,Cold Steel,Sports,,,6.61,6.54,0.94,0.4,0,0,0,0,,,,sports_display_on_website,401115,0.01,,23.99,,,,11.25,,,,,,,,,
,Cold Steel MAA Italian Long Sword & Dagger SET Leather Scabbard 88ITSM 88ITDM,B00OYJFR6K,B00HZI9HAY,7.05442E+11,,Cold Steel,Sports,,,,,,,0,0,1,1,FBM,989,80,,,,0,,,379.99,379.99,143.95,57,,57,,,,,379.99,
,Cold Steel MAA Wing Spear,B074FFB7P3,B00HZIB91E,7.05442E+11,,Cold Steel,Sports,,,71.5,7.1,6.2,7.4,0,0,0,0,,,,sports_display_on_website,1204070,0,,149.99,,,,67.95,,,,,,,,,
,Cold Steel 95MW MAA Wing Spear,B00HZIB91E,B074FFB7P3,7.05442E+11,,Cold Steel,Sports,,,72,6,4,7.15,0,0,0,0,,,,sports_display_on_website,605609,0,,134.99,,,,67.95,,,,,,,,,
,"Cold Steel Brooklyn Series Unbreakable Baseball Bat - Made of High-Impact Polypropylene, Brooklyn Slammer (19""), One Size (92BSW)",B084PTJDMY,,7.05442E+11,,Cold Steel,Sports,,,22.83,3.9,2.83,1.97,0,0,0,0,,,,sports_display_on_website,198168,0.08,,32.99,,,,12.95,,,,,,,,,
,Cold Steel Chinese Sword Machete 24in Blade,B06XNX3N1W,,7.05442E+11,,Cold Steel,Sports,,,39,4.8,1.1,2.95,0,0,0,0,,,,sports_display_on_website,238767,0.05,,59.99,,,,23.95,,,,,,,,,
,Cold Steel Hudson Bay Clamp Hatchet,B08XDH1ZFX,,7.05442E+11,,Cold Steel,Sports,,,13,6,3,0.05,0,0,0,0,,,,sports_display_on_website,594576,0,,49.99,,,,24.95,,,,,,,,,
,Cold Steel - Wakazashi (Warrior Series),B00GJOZFJC,"B07FCSP9VC,B000WAJ9NM",7.05442E+11,,Cold Steel,Lawn & Patio,,,30.25,3.5,3,,0,0,1,1,FBM,13680,93,,,,0,499.99,,399.99,399.99,203.95,60,,60,,,,,399.99,
,COLDSTEEL Cold Steel Wakizashi (warrior Series) 32.5in. x 3.75in. x 3.25in.,B07FCSP9VC,"B00GJOZFJC,B000WAJ9NM",7.05442E+11,,Cold Steel,Sports,,,,,,,0,0,0,0,,,,,,,,,,,,203.95,,,,,,,,,
,"Cold Steel Bokken Martial Arts Training Sword 92BKKC Polypropylene,Black",B00U1IBZJ6,,7.05442E+11,,Cold Steel,Sports,,,41.5,3.5,1,1.4,0,0,0,0,,,,sports_display_on_website,44532,1.92,,38.99,,,,13.95,,,,,,,,,
,Big Bore Blowguns .625 Mini Broad Head Dart 50 ct for Blow Guns,B002LEZFQW,,7.05442E+11,,Cold Steel,Sports,,,6.75,6.5,2.5,0.5,0,0,0,0,,,,sports_display_on_website,222655,0.06,,21.49,,,,9.95,,,,,,,,,
,Mini Koga SD2,B0016CRBYO,,7.05442E+11,,Cold Steel,Sports,,,7,1.9,1.5,0.35,4,4,4,4,FBA,387,91,,,,3.82,10.99,7.94,7.99,7.99,3.95,1.2,3.19,4.39,8.34,,,-4,7.99,-0.35
,"Cold Steel 88WGS, Two Handed Great Sword, Black, one Size",B000Q9GD2Y,,7.05442E+11,,Cold Steel,Sports,,,58.5,13.9,4.5,10.45,0,0,0,0,,,,sports_display_on_website,510975,0,,589.99,,,,324.95,,,,,,,,,
,Cold Steel 92RGRLZ Ruger LCR Rubber Training Revolver,B01AALX0MI,B00U1IBJ7E,7.05442E+11,,Cold Steel,Sports,,,8.54,3.46,2.36,0.37,0,0,0,0,,,,,,,,,,,,8.95,,,,,,,,,
,"Cold Steel 97TMSTS Machete, All Terrain Chopper w/Sheath, One Size",B00BD54NRM,,7.05442E+11,,Cold Steel,Sports,,,32.01,5.98,1.5,2.9,0,0,0,0,,,,lawn_and_garden_display_on_website,239651,0,,36.99,,,,22.95,,,,,,,,,
,Cold Steel COLD STL BOLO MACHETE,B01AALX4XS,B00HZIHCGA,7.05442E+11,,Cold Steel,Sports,,,26,6,3,,0,0,2,2,FBM,1084,91,,,,0,27.99,,55.71,55.71,14.95,8.36,,8.36,,,,,55.71,
,"Cold Steel Cheap Shot Polymer Archery Broadheads for Bows and Crossbows, Wrecking Ball (Pack of 40), 100 Grain (CSBH4L)",B07N73K9C1,,7.05442E+11,,Cold Steel,Sports,B08974GQBG,,6.6,2.9,0.9,0.5,0,0,0,0,,,,sports_display_on_website,92543,0.07,,31.99,,,,12.95,,,,,,,,,
,"Cold Steel Spear with Sheath, Boar Spear",B004N0KVTS,,7.05442E+11,,Cold Steel,Kitchen,,,72.5,6.13,4.25,6.65,0,0,0,0,,,,sports_display_on_website,148913,0.2,,119.99,,,,53.95,,,,,,,,,
,"Cold Steel German Long Sword with 35.5"" Blade, 46""",B019RSXY6M,,7.05442E+11,,Cold Steel,Sports,,,48,12.3,3.7,6.25,0,0,0,0,,,,sports_display_on_website,865684,0,,729.99,,,,359.95,,,,,,,,,
,Butterfly Swords,B00062ARJG,,7.05442E+11,,Cold Steel,Sports,,,22.05,6.3,2.95,4.76,0,0,0,0,,,,sports_display_on_website,968309,0,,484.99,,,,193.95,,,,,,,,,
,"Cold Steel 88GMS Grosse Messer with Leather Scabbard, Brown",B000BTEOAW,,7.05442E+11,,Cold Steel,Sports,,,44,9.25,6.25,6,0,0,0,0,,,,sports_display_on_website,584150,0,,374.99,,,,183.95,,,,,,,,,
,"Cold Steel Spike Hawk Frontier Hawk, One Size",B0030DBHHO,"B003U6TT3A,B00FSWX44E",7.05442E+11,,Cold Steel,Sports,,,22.3,9.5,1.3,1.5,0,0,0,0,,,,sports_display_on_website,256330,0.04,,49.99,,,,19.95,,,,,,,,,
,Spike Hawk,B00FSWX44E,"B003U6TT3A,B0030DBHHO",7.05442E+11,,Cold Steel,Lawn & Patio,,,,,,,0,0,0,0,,,,,,,,,,,,19.95,,,,,,,,,
,Cold Steel Spike Hawk Sheath,B0030D645O,,7.05442E+11,,Cold Steel,Sports,,,12,5,1,0.05,0,0,0,0,,,,sports_display_on_website,732261,0,,19.99,,,,11.95,,,,,,,,,
,MAA Lance Point Spear,B00HZIK4GK,,7.05442E+11,,Cold Steel,Sports,,,70.5,6.2,4.2,1,0,0,0,0,,,,sports_display_on_website,359706,0.01,,84.99,,,,38.95,,,,,,,,,
,Cold Steel Training Saber (Without Scabbard),B079SWYB7D,,7.05442E+11,,Cold Steel,Sports,,,41.25,8.5,8.5,1.2,0,0,0,0,,,,sports_display_on_website,764185,0,,184.99,,,,73.95,,,,,,,,,
,Cold Steel 3V Pendleton Mini Hunter Fixed Blade Hunting Knife w/ Sheath - 36LPCM,B00U1I9QXI,,7.05442E+11,,Cold Steel,Sports,B088Z6L929,,7.4,1.9,1.4,0.25,0,0,0,0,,,,sports_display_on_website,163772,0.04,,119.99,,,,47.95,,,,,,,,,
,"Cold Steel Counter TAC Series Fixed Blade Boot Knife, Counter TAC II, 3-3/8""""""",B072RCB4GK,,7.05442E+11,,Cold Steel,Sports,B088Z6Q735,,8.58,2.2,1.18,0.2,0,0,0,0,,,,sports_display_on_website,42298,1,,49.99,,,,21.95,,,,,,,,,
,"Hold Out 3"" Blade Serr. Edge / 7"" Overall / 3"" Blade",B09DLC91NF,,7.05442E+11,,Cold Steel,Sports,,,2,2,2,1,1,1,4,3,FBM,5963,97,,,,0.99,137.99,79.18,78.81,78.82,54.95,11.82,4.71,16.53,71.48,,,9,78.82,7.34
,Cold Steel Assegai Head Only w/Secure-Ex Sheath,B00UZ4AUQK,,7.05442E+11,,Cold Steel,Sports,,,72,6.5,4.5,3.2,0,0,1,1,FBM,146,91,,,,0,69.99,,94.99,94.99,31.95,14.25,14,28.25,60.2,,,37,94.99,34.79
,Cold Steel MAA European Spear - 95MEP,B00HZIK87U,,7.05442E+11,,Cold Steel,Sports,,,72.3,4.5,4,4.4,0,0,0,0,,,,sports_display_on_website,510380,0,,99.99,,,,44.95,,,,,,,,,
,1796 Light Cavalry Saber (Steel Scabbaard),B000PWBE1W,,7.05442E+11,,Cold Steel,Sports,B01NAADM3Z,,40,6.3,3,5.6,0,0,0,0,,,,sports_display_on_website,614955,0,,324.99,,,,170.95,,,,,,,,,
,Cold Steel Chinese War Sword with Leather Scabbard,B000EPTHTG,,7.05442E+11,,Cold Steel,Sports,,,45,7.5,2.3,5.15,0,0,0,0,,,,sports_display_on_website,925918,0,,559.99,,,,223.95,,,,,,,,,
,"Cold Steel 97LHM Heavy Machete Knife Without Sheath, One Size",B00HZIH8AA,B01AALX5B4,7.05442E+11,,Cold Steel,Sports,,,20.5,4.6,0.8,1.5,0,0,0,0,,,,sports_display_on_website,429370,0,,28.99,,,,14.95,,,,,,,,,
,Cold Steel 14.625 Inch Heavy Machete Black with Sheath 97LHMS,B01AALX5B4,B00HZIH8AA,7.05442E+11,,Cold Steel,Sports,,,20.98,5.51,0.98,1.65,0,0,0,0,,,,lawn_and_garden_display_on_website,613528,0,,30.99,,,,14.95,,,,,,,,,
,Cold Steel MAA Grosse Messer,B00HZIJ7ZO,,7.05442E+11,,Cold Steel,Sports,,,45.7,10.8,3.6,7.3,0,0,0,0,,,,sports_display_on_website,596061,0,,299.99,,,,149.95,,,,,,,,,
,"Cold Steel Sax Knife with Leather Sheath, Chieftan's Sax, One Size",B0862YL9GS,,7.05442E+11,,Cold Steel,Sports,,,22.7,5.4,2,2.8,0,0,0,0,,,,sports_display_on_website,740758,0,,174.99,,,,87.95,,,,,,,,,
,Cold Steel Assegai Spear with Short Shaft,B004YWK74E,,7.05442E+11,,Cold Steel,Kitchen,,,32.5,4.5,4.4,3.05,0,0,0,0,,,,sports_display_on_website,292363,0.02,,65.99,,,,34.95,,,,,,,,,
,"Cold Steel Black Bear Bowie Machete Blade 17-3/4"" Long, Black, 12"", One Size",B071Z3JF36,,7.05442E+11,,Cold Steel,Sports,,,18.5,3.54,0.79,1.41,0,0,0,0,,,,lawn_and_garden_display_on_website,228397,0,,37.99,,,,21.95,,,,,,,,,
,"Cold Steel Double Edge Katana, Wood Scabbard",B001EE1ZCS,B001BGAXUO,7.05442E+11,,Cold Steel,Sports,,,,,,4,0,0,1,1,FBM,146,91,,,,0,939.99,,699.99,699.99,329.95,105,,105,,,,,699.99,
,"Cold Steel Cheap Shot Polymer Archery Broadheads for Bows and Crossbows, Wrecking Ball (Pack of 10), 100 Grain (CSBH4P)",B07N72SL26,,7.05442E+11,,Cold Steel,Sports,B08974GQBG,,6.1,1.3,0.67,0.16,0,0,0,0,,,,sports_display_on_website,92543,0.07,,9.99,,,,3.95,,,,,,,,,
,Cold Steel 95MSL MAA Classic Leaf Shaped Spear,B00HZIJZ06,,7.05442E+11,,Cold Steel,Sports,,,72.5,4.2,4,4.75,0,0,0,0,,,,sports_display_on_website,608798,0,,99.99,,,,44.95,,,,,,,,,
,Cold Steel Scottish Broad Sword,B000EXN7JY,,7.05442E+11,,Cold Steel,Sports,,,41.9,6.8,5.9,6.25,0,0,0,0,,,,sports_display_on_website,458088,0,,324.99,,,,184.95,,,,,,,,,
,"Cold Steel Polish Saber, Black, 38""",B019RSY0JW,,7.05442E+11,,Cold Steel,Sports,,,42.1,7.1,4,5.5,0,0,0,0,,,,sports_display_on_website,486235,0,,439.99,,,,175.95,,,,,,,,,
,"Cold Steel Drop Forged Series Fixed Blade Knife with Sheath, Survivalist, Hunter, 8""",B07MZX9ZF2,,7.05442E+11,,Cold Steel,Sports,B08KXBRCR7,,14.88,4.72,2.24,1.36,0,0,0,0,,,,home_improvement_display_on_website,86086,0.38,,119.99,,,,49.95,,,,,,,,,
,Cold Steel Training Dagger,B00FSX5EXM,B001S806F2,7.05442E+11,,Cold Steel,Sports,,,20.3,3,1.2,0.8,0,0,0,0,,,,sports_display_on_website,1027809,0,,,,,,10.95,,,,,,,,,
,"Cold Steel Tactical Wakizashi Machete 25"" Length, Black, 18"", One Size",B0738NLWSV,,7.05442E+11,,Cold Steel,Sports,,,25.98,3.27,0.24,1.8,0,0,0,0,,,,sports_display_on_website,256451,0.04,,54.99,,,,28.95,,,,,,,,,
,"Cold Steel Combat Classics Fixed Blade Knife in A-2 Steel, Includes Sheath, Natchez Bowie",B07N6WLYBW,,7.05442E+11,,Cold Steel,Sports,B088Z7M389,,18.25,4.13,2.25,1,0,0,0,0,,,,home_improvement_display_on_website,430817,0,,299.99,,,,199.95,,,,,,,,,
,Cold Steel Pipe Hawk 90PHH,B00FRCC55E,B0030D9ROE,7.05442E+11,,Cold Steel,Automotive Parts and Accessories,,,22,8,0.7,1.75,0,0,0,0,,,,automotive_display_on_website,799423,0,,,,,,21.95,,,,,,,,,
,"Cold Steel 90PHH Pipe Hawk Frontier Hawk, One Size",B0030D9ROE,B00FRCC55E,7.05442E+11,,Cold Steel,Sports,,,23.25,13,2,1.75,0,0,0,0,,,,sports_display_on_website,272239,0.03,,54.99,,,,21.95,,,,,,,,,
